0.00937000000000000	79978155.2000000	217507.157187500
0.00987662352941177	79609414.3303529	169210.403656985
0.0103832470588235	79214903.9284706	189430.140126471
0.0108898705882353	78812097.6927059	231706.987064706
0.0113964941176471	78383674.7649882	223645.752400368
0.0119031176470588	77948136.5962353	201602.713039522
0.0124097411764706	77487505.8778353	229061.375908088
0.0129163647058824	77020942.0841412	268224.601710478
0.0134229882352941	76529405.0650353	252484.939341176
0.0139296117647059	76032930.2181647	225889.610508823
0.0144362352941176	75511855.1905882	235090.618426471
0.0149428588235294	74986810.8296471	250067.502362868
0.0154494823529412	74439076.5995294	240158.276114706
0.0159561058823529	73888457.8828235	227085.362561765
0.0164627294117647	73314950.7184941	230399.411024265
0.0169693529411765	72739272.3755294	235267.912738051
0.0174759764705882	72141939.0070588	249569.940865074
0.0179826000000000	71543211.3200000	264479.372628125
0.0184892235294118	70924311.9683765	248845.746241177
0.0189958470588235	70304695.1799529	232125.808219853
0.0195024705882353	69665301.1491765	279327.587569853
0.0200090941176471	69025443.3344941	325877.259959927
0.0205157176470588	68369155.1085177	307847.272651471
0.0210223411764706	67712153.2160000	289750.686295956
0.0215289647058824	67039681.4080000	270210.454246324
0.0220355882352941	66366297.5447059	252242.157886029
0.0225422117647059	65680841.9888941	255079.534626471
0.0230488352941176	64994248.5707294	256724.129910478
0.0235554588235294	64296988.6866823	247187.440676838
0.0240620823529412	63598495.5987765	242090.710599081
0.0245687058823529	62891172.1449412	268786.342974265
0.0250753294117647	62182710.6143529	297412.408051103
0.0255819529411765	61467733.0922353	337091.052050735
0.0260885764705882	60751749.6957177	365828.102063970
0.0265952000000000	60031018.9568000	342925.013850000
0.0271018235294118	59309492.7724706	317271.645059743
0.0276084470588235	58584804.2905412	280684.520744485
0.0281150705882353	57859589.2456000	252665.987539890
0.0286216941176471	57132582.4544000	253803.966894853
0.0291283176470588	56405370.3549647	261467.466007353
0.0296349411764706	55677552.9661176	288369.492058824
0.0301415647058824	54950025.5017882	311640.215296324
0.0306481882352941	54223245.6779294	325546.746202941
